251707,"Royal Orchid Central Grazia, Navi Mumbai",Navi Mumbai,"L-3, Plot No 67, Sector No 19, Palm Beach Road, Vashi, Navi Mumbai",4,https://www.booking.com/hotel/in/royal-orchid-central-grazia-navi-mumbai.html,9750791,67
252104,Sun-n-Sand Mumbai Juhu Beach,Mumbai,39 Juhu Beach,5,https://www.booking.com/hotel/in/sun-n-sand-mumbai.html,11134113,126
252110,Le Meridien Nagpur,Nagpur,"Wardha Road, Opp Mihan Flyover",5,https://www.booking.com/hotel/in/le-meridien-nagpur.html,10108994,111
252219,The Leela Palace Bengaluru,Bangalore,23 Old Airport Road,5,https://www.booking.com/hotel/in/the-leela-palace-bangalore.html,11133541,308
253136,Pride Hotel Pune,Pune,"05, University Road, Shivajinagar",5,https://www.booking.com/hotel/in/best-western-the-pride-pune.html,8470768,117
253139,Pride Amber Vilas Resort & Convention Centre,Jaipur,"12 Mile, Vatika Mod, Tonk Road",4,https://www.booking.com/hotel/in/the-pride-amber-vilas-resort-spa.html,6498381,45
253140,"The Pride Hotel, Bangalore",Bangalore,"93, Richmond Road",4,https://www.booking.com/hotel/in/the-pride-bangalore.html,10077232,131
253145,Savoy Suites Noida,Noida,"A-79A, Sec-16",4,https://www.booking.com/hotel/in/savoy-suites.html,10594592,44
253187,"Pride Plaza Hotel, Ahmedabad",Ahmedabad,"Judges Bungalow Road, Off S.G. Road",5,https://www.booking.com/hotel/in/the-pride-ahmedabad.html,8506813,183
253650,"The Pride Hotel, Chennai",Chennai,"216, E V R Periyar Salai, Poonamallee High Road, Kilpauk",4,https://www.booking.com/hotel/in/the-pride-chennai-chennai.html,7908695,115
254104,Goa Marriott Resort & Spa,Panaji,"Miramar Beach, PO Box No.64",5,https://www.booking.com/hotel/in/goa-marriott-resort.html,11111494,190
254116,Hotel Krishna - By RCG Hotels,New Delhi,"45, Arakashan Road, PaharGanj",3,https://www.booking.com/hotel/in/krishna.html,10705690,35
254126,Courtyard by Marriott Hyderabad,Hyderabad,"Opp - Hussain Sagar Lake, Tank Bund Road,",5,https://www.booking.com/hotel/in/courtyard-marriott.html,10911475,158
254290,Radisson Blu Plaza Delhi Airport,New Delhi,National Highway #8 Opp International Airport Near Mahipalpur Extension,5,https://www.booking.com/hotel/in/radisson-new-delhi.html,11180737,290
254674,Hotel Baba Deluxe -By RCG Hotels,New Delhi,"7795, Arakashan Road, PaharGanj",3,https://www.booking.com/hotel/in/baba-deluxe.html,9848638,49
255297,"Hotel Kohinoor Continental,Airport",Mumbai,"Andheri-Kurla road, Andheri East ",4,https://www.booking.com/hotel/in/kohinoor-continental.html,10108998,77
255412,The Park Navi Mumbai,Navi Mumbai,"No 1, Sector 10,CBD Belapur",4,https://www.booking.com/hotel/in/the-park-navi-mumbai-navi-mumbai.html,9807361,100
256074,The Park New Delhi,New Delhi,"15 Parliament Street, Near Connaught Place",5,https://www.booking.com/hotel/in/the-park-new-delhi.html,11122882,230
256108,The Park Chennai,Chennai,"601, Near US Embassy, Anna Salai, Nungambakkam",5,https://www.booking.com/hotel/in/the-park-chennai.html,10732439,153
256125,The Park Bangalore,Bangalore,"14/7, Mahatma Gandhi Road",5,https://www.booking.com/hotel/in/the-park-bangalore.html,10235775,115
256135,Suryaa Villa Jaipur- A City Centre Heritage Haveli,Jaipur,"C-2, Peelwa Garden, Moti Doongri Road,",4,https://www.booking.com/hotel/in/suryaa-villa.html,10428382,27
256139,"The Park Hyderabad, Banjara Hills near Hussain Sagar Lake",Hyderabad,"22 Raj Bhavan Road,Somajiguda",5,https://www.booking.com/hotel/in/the-park-hyderabad.html,10449887,133
256271,The Park Kolkata,Kolkata,17 Park Street,5,https://www.booking.com/hotel/in/the-park-kolkata.html,10077239,146
256284,The Park Visakhapatnam,Visakhapatnam,Beach Road,5,https://www.booking.com/hotel/in/the-park-visakhapatnam.html,7733721,66
256694,"La Marvella, Bengaluru",Bangalore,"1, 14th Cross, South-end Circle, 2nd Block, Jayanagar",5,https://www.booking.com/hotel/in/la-marvella.html,11037761,101
256736,Hotel Suncity Residency,Mumbai,"16th Road, MIDC, Andheri(East)",3,https://www.booking.com/hotel/in/suncity-residency-pvt-ltd.html,9779567,2
257024,"Yogi Executive, Navi Mumbai",Navi Mumbai,"Plot No.31A,Sector 24,Opp.Mafco Market,Vashi",4,https://www.booking.com/hotel/in/yogi-executive.html,9495831,70
257218,Hotel Airport Residency,New Delhi,"Dwaraka Link Road, Nh-8 Samalkha",3,https://www.booking.com/hotel/in/airport-residency-and-resort-new-delhi.html,9017855,32
257529,Iris Hotel & Spa,Bangalore,70 Brigade Road,4,https://www.booking.com/hotel/in/iris-the-business.html,9545693,52
258716,"Fortune Select JP Cosmos, Bengaluru - Member ITC's hotel group",Bangalore,"No. 49, Cunningham Cresent Road, Behind Sigma Mall",5,https://www.booking.com/hotel/in/fortune-select-jp-cosmos.html,10517342,134
259230,Hotel Metro Palace,Mumbai,"355, Ram Das Nayak Road, Bandra West",3,https://www.booking.com/hotel/in/metro-palace-mumbai.html,10351542,34
259241,Hotel Shelter,Chennai,"No 19,20&21 Venkatesa Agraharam Street,Mylapore ( Opp Saibaba Temple)",3,https://www.booking.com/hotel/in/shelter-chennai.html,8888722,61
259309,FabHotel Corporate Park,New Delhi,"B-5, Greater Kailash Enclave -1",3,https://www.booking.com/hotel/in/corporate-park.html,10574058,26
259420,Staybook - Shivdev New Delhi Railway Station,New Delhi,"8522, Arakashan Road Behind Sheila Cinema, Paharganj, Delhi",3,https://www.booking.com/hotel/in/shivdev-international-by-staybook-new-delhi.html,9016446,54
259595,Treebo Trend Rockwell Plaza Karol Bagh,New Delhi,"14, WEA, Ajmal Khan Road",3,https://www.booking.com/hotel/in/rockwell-plaza.html,10783266,20
259596,Hotel The Raj Near New Delhi Train Station,New Delhi,"8495, Arakashan Road, Paharganj",3,https://www.booking.com/hotel/in/the-raj-new-delhi.html,9581772,31
259795,Krishna Palace Hotel,Mumbai,"96/98. Sleater Road, Nana Chowk, Mumbai - 400007",4,https://www.booking.com/hotel/in/krishna-palace-residency.html,10656862,31
259803,"Hotel Park View, Mumbai",Mumbai,"37,Lallubhai Park Road,Andheri -West",3,https://www.booking.com/hotel/in/park-view.html,9139131,40
259939,Royal Heritage Haveli,Jaipur,Khatipura,5,https://www.booking.com/hotel/in/royal-heritage-haveli.html,10429628,19
260124,Trimrooms Palm D'or,New Delhi,"8595/1 Near ( New delhi Train station and Metro Station)D.B Gupta Road, Pahar Gunj, New Delhi",3,https://www.booking.com/hotel/in/maple-inn.html,8776629,35
260136,Astoria Hotel,Mumbai,"J. Tata Road, Churchgate",3,https://www.booking.com/hotel/in/astoria-mumbai.html,10704820,50
260349,Hotel Milan International,Mumbai,"1st Road, Near Milan Sub-Way, Santacruz West",3,https://www.booking.com/hotel/in/milan-international-mumbai.html,10814050,52
260821,"Ascot Hotel, Colaba",Mumbai,"38, Garden Road, Colaba",3,https://www.booking.com/hotel/in/ascot.html,11185784,20
261016,Hotel H R Palace,Jaipur,"D157/A Kabir Marg, Bani Park.",3,https://www.booking.com/hotel/in/h-r-palace.html,10301820,32
261033,Regent Hotel Colaba,Mumbai,"8, BEST Road, Colaba",3,https://www.booking.com/hotel/in/regent-colaba.html,11117715,46
261205,"Four Points by Sheraton Jaipur, City Square",Jaipur,"City Square, Vasundhara Colony, Tonk Road",4,https://www.booking.com/hotel/in/four-points-by-sheraton.html,8701916,135
261223,"Regent Hotel Andheri, Airport",Mumbai,"Ramkrishna Mandir Road, Kondivita, Andheri (East)",3,https://www.booking.com/hotel/in/regent-andheri.html,8136771,44
261269,The Oriental Residency,Mumbai,P D Hinduja Marg,3,https://www.booking.com/hotel/in/the-oriental-residency.html,11009754,22
261460,Hyatt Centric Janakpuri New Delhi,New Delhi,"District Centre Complex, Janakpuri",5,https://www.booking.com/hotel/in/hilton-new-delhi-janakpuri.html,9406562,218
261594,The Accord Metropolitan,Chennai,"35 G.N Chetty Road, Thiyagara Nagar, Tamil Nadu",5,https://www.booking.com/hotel/in/the-accord-metropolitan-chennai.html,11086531,163
261607,The Orchid Hotel Mumbai Vile Parle,Mumbai,"Nehru Road, Vile Parle (East), Adjacent To Domestic Airport",5,https://www.booking.com/hotel/in/the-orchid-mumbai.html,11178340,369
261619,"Hotel The Class, Delhi Airport",New Delhi,"A-282, National Highway No.8, Near International Airport",3,https://www.booking.com/hotel/in/the-class-new-delhi.html,7412998,22
261858,"Howard Plaza The Fern, Agra",Agra,Fatehabad Road,4,https://www.booking.com/hotel/in/howard-park-plaza.html,9952521,140
262001,Sarovar Portico Rivera Ahmedabad,Ahmedabad," Bhavan's College Road, Sabarmati Riverfront",4,https://www.booking.com/hotel/in/sarovar-portico-ahmedabad.html,8260849,160
262092,Sea Palace Hotel - near Gateway of India,Mumbai,"26, P. J. Ramchandani Marg",3,https://www.booking.com/hotel/in/sea-palace.html,8387068,48
262291,"Fortune Inn Haveli, Gandhinagar - Member ITC's Hotel Group",Gandhinagar,"#235, Sector 11",4,https://www.booking.com/hotel/in/fortune-inn-haveli.html,7254504,84
262295,Radisson Gurugram Sohna Road City Center,Gurgaon,"Main Sohna Road, Sector 49, Gurgaon, Haryana",5,https://www.booking.com/hotel/in/fortune-select-excalibur.html,10646896,140
262298,5 BY OYO Metropolitan,Jaipur,"22 Godam Circle, MGF Metropolitan, Durgadas Colony, C Scheme, Ashok Nagar, Jaipur, Rajasthan",5,https://www.booking.com/hotel/in/fortune-select-metropolitan.html,8197801,120
262301,The Bristol,Gurgaon,"DLF Phase-I, near Sikanderpur Metro Station,M.G.Road,",5,https://www.booking.com/hotel/in/the-bristol.html,10753415,81
262501,The Chancery Pavilion,Bangalore,"135, Residency Road,",5,https://www.booking.com/hotel/in/the-chancenry-pavilion.html,10159751,209
262721,"O Hotel Goa, Candolim Beach",Candolim,"114/1 Dando, Near Kingfisher Villa, Bardez",5,https://www.booking.com/hotel/in/the-o-resort-spa.html,9850368,75
262905,Shervani Nehru Place,New Delhi,"B-20, Chirag Enclave",4,https://www.booking.com/hotel/in/shervani-nehru-place.html,10604595,33
263301,The Manohar Hyderabad,Hyderabad,Old Airport Exit Road,4,https://www.booking.com/hotel/in/fortune-select-manohar-hyderabad.html,9807367,128
263339,Fortune Sector 27 Noida - Member ITC's Hotel Group,Noida,"Plot 1A, Block I, Sector–27",4,https://www.booking.com/hotel/in/fortune-inn-grazia.html,9735879,42
263489,Aloft Bengaluru Whitefield,Bangalore,"17c, Sadaramangala Road, Opposite to ITPL, Off Whitefield Main Road",4,https://www.booking.com/hotel/in/aloft-bengaluru-whitefield.html,8930650,162
263490,"Fortune Park Panchwati, Kolkata - Member ITC's Hotel Group",Kolkata,"Kona Expressway, Howrah",4,https://www.booking.com/hotel/in/fortune-park-panchwati.html,9122941,150
263718,Caravela Beach Resort,Varca,"Varca Beach, Salcete, Goa",5,https://www.booking.com/hotel/in/ramada-caravela-beach-resort.html,10475735,195
264172,Hotel Aster Inn Karol Bagh New Delhi,New Delhi,"1078-80, Hardhyan Singh Road, Naiwalan,Karol Bagh",3,https://www.booking.com/hotel/in/aster-inn.html,8800503,16
264197,"Fortune Park Lakecity, Thane - Member ITC's Hotel Group",Thane,"Jupiter Medi Park, Eastern Express Highway, Thane West",4,https://www.booking.com/hotel/in/fortune-park-lakecity.html,9102085,22
264222,Chariot Beach Resort,Mahabalipuram,"Five Rathas Road, Behind Five Rathas Monument, Mahabalipuram, Chennai Tamil Nadu",4,https://www.booking.com/hotel/in/chariot-beach-resort.html,7908718,70
264249,"The Ambassador, Marine Drive, Mumbai",Mumbai,"V.N.Road, Off Marine Drive, Churchgate",4,https://www.booking.com/hotel/in/the-ambassador.html,10749946,79
264448,Park Plaza Chennai OMR,Chennai,142 Rajiv Gandhi Salai Old Mahabalipuram Road Thoraipakkam,5,https://www.booking.com/hotel/in/park-plaza-chennai-omr.html,8230376,70
264452,"Fortune Select Trinity, Bengaluru - Member ITC's Hotel Group",Bangalore,"134-136, Road Number 1, EPIP Zone, Whitefield",4,https://www.booking.com/hotel/in/fortune-select-trinity-bangalore.html,8631334,152
264516,"Fortune Select Exotica, Navi Mumbai - Member ITC's Hotel Group",Navi Mumbai,"Plot No 16, Sector 19-D, Vashi",4,https://www.booking.com/hotel/in/fortune-select-exotica.html,7413004,85
264709,Ambassador Pallava,Chennai,"30, Montieth Road, Egmore",4,https://www.booking.com/hotel/in/ambassador-pallava.html,9962959,99
264971,"Royal Orchid Beach Resort & Spa, Utorda Beach Goa",Utorda,Utorda Beach,5,https://www.booking.com/hotel/in/royal-orchid-beach-resort-galaxy.html,10394656,71
265227,Hotel Royal Orchid Bangalore,Bangalore,"1, Golf Avenue, Adjoining KGA Golf Course, Old Airport Road, ",5,https://www.booking.com/hotel/in/royal-orchid-bangalore.html,9791708,192
265458,Lemon Tree Premier Hitec City Hyderabad,Hyderabad,"Plot No.2, Survey No.64, Hitec City, Madhapur",5,https://www.booking.com/hotel/in/lemon-tree-hitec-city-hyderabad.html,10846041,48
265461,"Royal Orchid Central, Bangalore",Bangalore,"47/1, Dickenson Road, Manipal Centre",4,https://www.booking.com/hotel/in/royal-orchid-central.html,9737649,170
265462,"Regenta Place Bangalore, Cunningham Road",Bangalore,"11 Park Road, Near Indian Express Circle",4,https://www.booking.com/hotel/in/ramada-bangalore-bangalore.html,10045818,83
265465,Four Points by Sheraton Ahmedabad,Ahmedabad,"Opp. Gujarat College, Ellisbridge",4,https://www.booking.com/hotel/in/four-points-by-sheraton-ahmedabad.html,9334208,104
265467,Royal Orchid Metropole Mysore,Mysore,"5, Jhansi Lakshmi Bai Road",4,https://www.booking.com/hotel/in/royal-orchid-metropole-mysore.html,9949274,37
265468,Royal Orchid Brindavan Garden Mysore,Belagula,Krishna Raja Sagar,4,https://www.booking.com/hotel/in/royal-orchid-brindavan.html,9334209,24
265469,"Resort Rio, Goa",Arpora,Tambudki,5,https://www.booking.com/hotel/in/resort-rio.html,8004754,218
265470,"Royal Orchid Central, Pune",Pune,Marisoft Annexe,4,https://www.booking.com/hotel/in/royal-orchid-central-pune-pune.html,9902809,111
265473,Royal Orchid Central Kireeti-HAMPI Hospet,Hampi,Railway Station Rd Hampi,4,https://www.booking.com/hotel/in/royal-orchid-central-kireeti.html,9613985,113
265474,Hotel Sahara Star-Mumbai Airport,Mumbai,"Opposite Domestic Airport, Vileparle",5,https://www.booking.com/hotel/in/sahara-star.html,11138604,372
265475,The Golden Crown Hotel & Spa,Colva,"4th Ward, Beach Road, Colva Beach",0,https://www.booking.com/hotel/in/pearls-oceanique-resort.html,7780506,50
265479,Sandalwood Hotel & Suites,Panaji,"Vainguinim Beach, Dona Paula",3,https://www.booking.com/hotel/in/sandalwood-retreat.html,10483352,5
265489,Pride Sun Village Resort & Spa,Baga,"Saquwadi, Baga Arpora",4,https://www.booking.com/hotel/in/sun-village.html,7919599,135
265514,Aldeia Santa Rita - Candolim,Candolim,"Next to Kingfisher Villa, Dando",3,https://www.booking.com/hotel/in/aldeia-santa-rita.html,9193273,52
265528,Era Santiago Beach Resort,Baga,"Khobra Waddo, Calangute",3,https://www.booking.com/hotel/in/santiago.html,10403110,70
265749,The Horizon,Calangute,Porbawaddo,3,https://www.booking.com/hotel/in/horizon.html,7877371,48
265756,"Lazy Lagoon, Baga A Lemon Tree Resort, Goa",Baga,"Arpora, Bardez",4,https://www.booking.com/hotel/in/lazy-lagoon-goa.html,7256286,46
266036,Hotel Smart Plaza Delhi Airport,New Delhi,"A Block, Near Indira Gandhi International Airport, National Highway -8, Mahipalpur",4,https://www.booking.com/hotel/in/venus-international.html,9793387,35
266262,"Lemon Tree Amarante Beach Resort, Goa",Candolim,"Vadi, Candolim, Bardez",5,https://www.booking.com/hotel/in/lemon-tree-amarante-beach-resort-goa.html,9372686,48
266426,Bloom Hotel - Juhu,Mumbai,"Juhu Tara Road, ",4,https://www.booking.com/hotel/in/royal-garden.html,11104293,30
266454,Hotel Suba International,Mumbai,"Plot No 211 Chakala Sahar Road, Andheri East",4,https://www.booking.com/hotel/in/suba-international.html,10530320,73
266460,Gokulam Park Sabari-Siruseri SIPCOT,Chennai,"No. 33, IT Expressway OMR, Near Siruseri SIPCOT IT Park, Navalur",3,https://www.booking.com/hotel/in/quality-sabari-classic.html,10179078,35
266469,The Paradise By Tunga,Mumbai,"P 16, MIDC Central Road, Andheri East",3,https://www.booking.com/hotel/in/the-paradise-by-tunga.html,10518514,36
266677,The Mirador Andheri East,Mumbai,"131 / B, New Link Road, Chakala, Andheri East, Maharashtra",4,https://www.booking.com/hotel/in/the-mirador.html,10333514,88
266681,"Hotel Diplomat, Colaba",Mumbai,"24-26, B.K. Boman Behram Marg, Apollo Bunder",3,https://www.booking.com/hotel/in/diplomat.html,10633275,48
266682,Hilton Garden Inn New Delhi/Saket,New Delhi,"A4, DLF Avenue Saket District Centre",3,https://www.booking.com/hotel/in/hilton-garden-inn-new-delhi-saket.html,11144783,133
266689,JW Marriott Pune,Pune,"Senapati Bapat Road, Maharashtra",5,https://www.booking.com/hotel/in/jw-marriott-pune.html,11068627,314
268020,Heritage Village Resort & Spa Goa,Cansaulim,Arossim Beach,5,https://www.booking.com/hotel/in/heritage-village-club.html,11059553,96
268396,Hotel Taj Resorts,Agra,"538, Near Shilp Gram, Taj Mahal E Gate, Eastern Gate of Taj Mahal",4,https://www.booking.com/hotel/in/taj-resorts.html,9259850,34
268668,SkyCity Hotel Gurgaon,Gurgaon,"1 Old Judicial Complex, Sector 15",3,https://www.booking.com/hotel/in/best-western-skycity.html,9899662,50
269741,Rodas An Ecotel Hotel,Mumbai,"Central Avenue, Hiranandani Gardens, Powai , Andheri East",3,https://www.booking.com/hotel/in/rodas-an-ecotel.html,11164795,36
269759,"Hotel Waves, Delhi Airport",New Delhi,"A-273, Near Indira Gandhi International Airport, Mahipalpur, NH-8 ",3,https://www.booking.com/hotel/in/waves.html,8063663,60
270536,The Solace,New Delhi,"E-2, East Of Kailash",2,https://www.booking.com/hotel/in/the-solace.html,8138439,15
270540,Radisson Blu Marina Hotel Connaught Place,New Delhi,"G-59, Connaught Place",5,https://www.booking.com/hotel/in/radisson-marina-connaught-place.html,11147117,121
270544,The Suryaa New Delhi,New Delhi,New Friends Colony,5,https://www.booking.com/hotel/in/the-suryaa-new-delhi.html,11050077,55
270562,The Claridges New Delhi,New Delhi,"12 Dr APJ Abdul Kalam Road, New Delhi - 110011 ",5,https://www.booking.com/hotel/in/the-claridges.html,11191273,139
271108,Holiday Inn Agra MG Road an IHG Hotel,Agra,"16/2/8, Sanjay Place Commercial Complex",5,https://www.booking.com/hotel/in/marina-agra.html,10574063,131
271354,Beleza By The Beach,Colva,"Colva Beach, Thondvaddo",4,https://www.booking.com/hotel/in/beleza-by-the-beach.html,11041416,56
271384,Hotel The Royal Plaza,New Delhi,"19 Ashoka Road, Connaught Place",4,https://www.booking.com/hotel/in/ramada-plaza-new-delhi.html,11078401,422
271569,Alila Diwa Goa - A Hyatt Brand,Majorda,Adao Waddo,5,https://www.booking.com/hotel/in/alila-diwa-goa.html,9763344,117
271797,Om Niwas Suite Hotel,Jaipur,"E-23, Kaushalya Path, Near Durga Apartments, Durga Marg, Bani Park",3,https://www.booking.com/hotel/in/om-niwas.html,9512861,21
271832,Devasthali - The Valley of Gods,Bogmalo,"Village Issorcim, Hollant Beach",3,https://www.booking.com/hotel/in/devasthali-the-valley-of-gods.html,8844513,31
271837,The Regenza By Tunga,Navi Mumbai,"Plot No. 37, Sector 30-A, Vashi",3,https://www.booking.com/hotel/in/the-regenza-by-tunga.html,10483359,89
271957,goSTOPS Delhi,New Delhi,"4/23-B, Asaf Ali Road, Daryaganj",3,https://www.booking.com/hotel/in/stops-hotel-delhi.html,10131144,13
271961,Novotel Goa Dona Sylvia Resort,Cavelossim,Cavelossim Beach,5,https://www.booking.com/hotel/in/dona-sylvia-beach-resort.html,9332418,198
271963,Mercure Goa Devaaya Resort,Old Goa,"Mercure Goa Devaaya Resort,  Divar Island, Panjim, Goa",4,https://www.booking.com/hotel/in/deevaya-ayurved-and-nature-cure-centre.html,8481384,56
272203,Ramada by Wyndham Jaipur Jaisinghpura,Jaipur,"Jaisinghpura, Ajmer Road",4,https://www.booking.com/hotel/in/jaipur-greens.html,9530296,125
272465,FabHotel Cameron,New Delhi,"92, Pocket-1, Jasola",3,https://www.booking.com/hotel/in/the-cameron.html,9914031,23
273390,Hotel Midland,Mumbai,"Jawaharlal Nehru Road, Santacruz (E)",2,https://www.booking.com/hotel/in/midland-mumbai.html,9201099,26
273406,Casa De Goa - Boutique Resort,Calangute,"Tivai Vaddo, Near Calangute Football Ground",4,https://www.booking.com/hotel/in/casa-de-goa.html,10215025,47
273632,Goldfinch Hotel Bangalore,Bangalore,"32/3, Crescent Road, High Grounds, Off Race Course Road",4,https://www.booking.com/hotel/in/goldfinch-bangalore.html,9334217,50
273647,Nahargarh Haveli,Jaipur,"B-4 Gopal Bari, Behind Corporate Park, Ajmer Road",3,https://www.booking.com/hotel/in/nahargarh-haveli.html,9791719,31
273648,Resorte Marinha Dourada,Arpora,Baga Bridge Road,3,https://www.booking.com/hotel/in/resort-marinha-dourada.html,8346337,206
273660,Presa di Goa - Smith and Appy Managed,Calangute,"353/1 Arais Wado, Nagoa, Saligao",4,https://www.booking.com/hotel/in/presa-di-goa.html,7237197,10
273675,"The Connaught, New Delhi- IHCL SeleQtions",New Delhi,"37, Shaheed Bhagat Singh Marg, Connaught Place",4,https://www.booking.com/hotel/in/the-connaught.html,8584363,110
273883,The Crown Goa,Panaji,"Bairo Alto Dos Pilotos, Jose Falcao Road",5,https://www.booking.com/hotel/in/the-crown-goa.html,10795546,49
273897,ibis Mumbai Airport - An Accor Brand,Mumbai,"Nehru Road, Ville parle (E), Western Expressway, Near Domestic Airport",3,https://www.booking.com/hotel/in/ibis-mumbai.html,11035308,140
273933,The Quilon Beach Hotel and Convention Center,Kollam,"Beach Road, Near Kollam beach",5,https://www.booking.com/hotel/in/the-beach-orchid-convetion-center.html,10386317,98
274131,"Fortune Inn Sree Kanya, Visakhapatnam - Member ITC's Hotel Group",Visakhapatnam,"Dwarakanagar, Near Diamond Park",4,https://www.booking.com/hotel/in/fortune-inn-sree-kanya.html,9511160,68
274155,"The Shalimar Hotel, Kemps Corner",Mumbai,"August Kranti Marg, Kemps Corner, Grant Road",4,https://www.booking.com/hotel/in/the-shalimar-mumbai.html,11002422,75
274305,Cochrane Place Hotel,Kurseong,"132 Pankhabari Road, Fatak",3,https://www.booking.com/hotel/in/cochrane-place.html,10243306,31
274322,juSTa MG Road,Bangalore,"No. 21/14, Craig Park Layout, MG Road, Behind Oriental Bank of Commerce",3,https://www.booking.com/hotel/in/justa-the-residence-mg-road.html,9098511,4
274323,juSTa Off MG Road,Bangalore,"30/1, 2nd Cross, Ulsoor Road",4,https://www.booking.com/hotel/in/justa-the-residnce-off-mg-road.html,9016041,10
274488,The Orion - Greater Kailash,New Delhi,"R-53, Greater Kailash 1",4,https://www.booking.com/hotel/in/justa-the-residence-new-delhi.html,10782483,13
274506,​juSTa Gurgaon,Gurgaon,"NR 40, DLF Phase III, MG Road, Near DLF Corporate Park",4,https://www.booking.com/hotel/in/justa-the-residence-gurgaon.html,9707493,22
274515,juSTa Indiranagar,Bangalore,"No. 796, 1st Cross, 12th Main, HAL 2nd Stage",3,https://www.booking.com/hotel/in/justa.html,9480453,19
274756,Acron Candolim Regina,Candolim,"376, Off Fort Aguada Road",4,https://www.booking.com/hotel/in/acron-regina.html,9352610,101
274772,Polo Floatel Kolkata,Kolkata,"9/10 Kolkata Jetty, Opp Sbi Hq(Eastern Region), Strand Road, Kolkata",4,https://www.booking.com/hotel/in/floatel-an-eco-friendly.html,6554663,76
274997,Grand Residency Hotel & Serviced Apartments,Mumbai,"Junction of 24th & 29th Road, Off Turner Road & Waterfield Road, Bandra (W)",4,https://www.booking.com/hotel/in/grand-residency-serviced-apartments.html,11108151,35
275007,Goldfinch Hotel Mangalore,Mangalore,"Bunts Hostel Road, Near Jyoti Circle Mangalore 575003.",4,https://www.booking.com/hotel/in/goldfinch-mangalore.html,9628092,50
275014,Coraltree By Goldfinch Hotels Bangalore,Bangalore,"No 16, 166 Mla Layout, RT Nagar Main Road",3,https://www.booking.com/hotel/in/coral-tree.html,9261060,38
275035,"Fortune Pandiyan Hotel, Madurai - Member ITC's Hotel Group",Madurai,Race Course,3,https://www.booking.com/hotel/in/fortune-pandiyan.html,10365421,57
275056,"Fortune Select Global, Gurugram - Member ITC's Hotel Group",Gurgaon,"MG Road, Next to Gurudronacharya Metro Station",4,https://www.booking.com/hotel/in/fortune-select-global-gurgaon.html,9409206,107
275677,The Corus Hotel,New Delhi,"B-49, Inner Circle, Connaught Place",3,https://www.booking.com/hotel/in/corus.html,10023224,24
275683,Amber Inn by Orion Hotels,New Delhi,"198, Sukhdev Vihar, Okhla, New Delhi, Delhi 110025",4,https://www.booking.com/hotel/in/the-amber.html,10904235,19
275704,Cocoon Hotel,Pune,Magarpatta City Hadapsar,3,https://www.booking.com/hotel/in/cocoon-service.html,9704012,118
275891,Sarovar Portico Jaipur,Jaipur,"Queens Road,Prince Road,Vaishali Nagar",4,https://www.booking.com/hotel/in/sarovar-portico-jaipur.html,8800512,167
275894,Aditya Hometel,Hyderabad,"Adjacent to Satyam Theatre, Balkampet Road",3,https://www.booking.com/hotel/in/aditya-hometel.html,10169485,92
275945,"Red Fox Hotel, Hitech city, Hyderabad",Hyderabad,"Plot No.2, Survey No.64, Hitec City, Madhapur",3,https://www.booking.com/hotel/in/red-fox-hyderabad.html,10417172,88
276157,Beverly Hotel,Chennai,17 Rajarathinam Road Kilpauk,3,https://www.booking.com/hotel/in/beverly-chennai.html,9405601,41
276564,Hotel GODWIN DELUXE - New Delhi Railway Station - Paharganj,New Delhi,"8501/15, Arakashan Road, Ram Nagar, Paharganj, New Delhi",3,https://www.booking.com/hotel/in/godwin-deluxe-new-delhi.html,10619081,37
276787,Almondz Hotel,New Delhi,4/3 East Patel Nagar,3,https://www.booking.com/hotel/in/almondz.html,15907,42
276793,"Radisson Blu Hotel GRT, Chennai",Chennai,"531 GST Road, St. Thomas Mount",5,https://www.booking.com/hotel/in/radisson-grt-chennai.html,9378480,105
276807,Savera Hotel,Chennai,"No 146, Dr. Radhakrishnan Road",4,https://www.booking.com/hotel/in/savera.html,11104676,141
277073,Taurus Sarovar Portico,New Delhi,"IGI Airport Road, N.H-08, Mahipalpur Extn.",4,https://www.booking.com/hotel/in/taurus-conventions.html,10131153,81
277505,Hilton Chennai,Chennai,"124/1, J.N. Salai, Guindy",5,https://www.booking.com/hotel/in/hilton-chennai-guindy.html,10269403,204
277649,Radisson Blu Resort Temple Bay Mamallapuram,Mahabalipuram,"57 Kovalam Road, Mamallapuram",5,https://www.booking.com/hotel/in/radisson-resort-temple-bay.html,11015604,144
277782,Novotel Bengaluru Outer Ring Road,Bangalore,"Opposite RMZ Ecospace Business Park, Marthahalli, Sarjapur, Outer Ring Road",5,https://www.booking.com/hotel/in/novotel-bangalore-techpark.html,11108152,204
277947,Resort Primo Bom Terra Verde,Baga,E/4 263 Agar Vaddo,3,https://www.booking.com/hotel/in/resort-primo-bom-terra-verde.html,9161497,119
277951,Grand Godwin Near NDLS Railway Station- Paharganj,New Delhi,8502/41 Arakashan Road Ram Nagar Pahar Ganj,3,https://www.booking.com/hotel/in/grand-godwin-new-delhi.html,10749954,31
278527,The Fern - An Ecotel Hotel,Jaipur,"3, Airport Plaza, Tonk Road",4,https://www.booking.com/hotel/in/the-fern-an-ecotel.html,5603378,85
